Time,User full name,Affected user,Event context,Component,Event name,Description,Origin,IP address
"27/12/23, 16:57:32",021155815C,-,Assignment: CA10: Self-reflection,Assignment,Feedback viewed,The user with id '22995' viewed the feedback for the user with id '22995' for the assignment with course module id '334898'.,web,178.249.195.131
"27/12/23, 16:57:32",021155815C,-,Assignment: CA10: Self-reflection,Assignment,Course module viewed,The user with id '22995' viewed the 'assign' activity with course module id '334898'.,web,178.249.195.131
"26/12/23, 17:53:55",0211109443,-,Assignment: CA10: Self-reflection,Assignment,The status of the submission has been viewed.,The user with id '24001' has viewed the submission status page for the assignment with course module id '334898'.,web,78.141.145.2
"26/12/23, 17:53:55",0211109443,-,Assignment: CA10: Self-reflection,Assignment,Feedback viewed,The user with id '24001' viewed the feedback for the user with id '24001' for the assignment with course module id '334898'.,web,78.141.145.2
"26/12/23, 17:53:55",0211109443,-,Assignment: CA10: Self-reflection,Assignment,Course module viewed,The user with id '24001' viewed the 'assign' activity with course module id '334898'.,web,78.141.145.2
"26/12/23, 17:53:52",0211109443,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '24001' viewed the course with id '5696'.,web,78.141.145.2
"26/12/23, 17:41:16",0211109443,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '24001' viewed the course with id '5696'.,web,78.141.145.2
"26/12/23, 17:41:13",0211109443,-,Assignment: CA9: Coding standards,Assignment,The status of the submission has been viewed.,The user with id '24001' has viewed the submission status page for the assignment with course module id '333440'.,web,78.141.145.2
"26/12/23, 17:41:13",0211109443,-,Assignment: CA9: Coding standards,Assignment,Feedback viewed,The user with id '24001' viewed the feedback for the user with id '24001' for the assignment with course module id '333440'.,web,78.141.145.2
"26/12/23, 17:41:13",0211109443,-,Assignment: CA9: Coding standards,Assignment,Course module viewed,The user with id '24001' viewed the 'assign' activity with course module id '333440'.,web,78.141.145.2
"26/12/23, 17:41:08",0211109443,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '24001' viewed the course with id '5696'.,web,78.141.145.2
"26/12/23, 17:41:05",0211109443,-,Assignment: CA8: Performance,Assignment,The status of the submission has been viewed.,The user with id '24001' has viewed the submission status page for the assignment with course module id '332121'.,web,78.141.145.2
"26/12/23, 17:41:05",0211109443,-,Assignment: CA8: Performance,Assignment,Feedback viewed,The user with id '24001' viewed the feedback for the user with id '24001' for the assignment with course module id '332121'.,web,78.141.145.2
"26/12/23, 17:41:05",0211109443,-,Assignment: CA8: Performance,Assignment,Course module viewed,The user with id '24001' viewed the 'assign' activity with course module id '332121'.,web,78.141.145.2
"26/12/23, 17:41:00",0211109443,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '24001' viewed the course with id '5696'.,web,78.141.145.2
"26/12/23, 17:40:58",0211109443,-,Assignment: CA7: CRUD,Assignment,The status of the submission has been viewed.,The user with id '24001' has viewed the submission status page for the assignment with course module id '331039'.,web,78.141.145.2
"26/12/23, 17:40:58",0211109443,-,Assignment: CA7: CRUD,Assignment,Feedback viewed,The user with id '24001' viewed the feedback for the user with id '24001' for the assignment with course module id '331039'.,web,78.141.145.2
"26/12/23, 17:40:58",0211109443,-,Assignment: CA7: CRUD,Assignment,Course module viewed,The user with id '24001' viewed the 'assign' activity with course module id '331039'.,web,78.141.145.2
"26/12/23, 17:40:54",0211109443,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '24001' viewed the course with id '5696'.,web,78.141.145.2
"26/12/23, 17:40:50",0211109443,-,Assignment: CA6: Flask API,Assignment,The status of the submission has been viewed.,The user with id '24001' has viewed the submission status page for the assignment with course module id '329877'.,web,78.141.145.2
"26/12/23, 17:40:50",0211109443,-,Assignment: CA6: Flask API,Assignment,Feedback viewed,The user with id '24001' viewed the feedback for the user with id '24001' for the assignment with course module id '329877'.,web,78.141.145.2
"26/12/23, 17:40:50",0211109443,-,Assignment: CA6: Flask API,Assignment,Course module viewed,The user with id '24001' viewed the 'assign' activity with course module id '329877'.,web,78.141.145.2
"26/12/23, 17:40:45",0211109443,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '24001' viewed the course with id '5696'.,web,78.141.145.2
"26/12/23, 17:40:41",0211109443,-,Assignment: CA5: Express API,Assignment,The status of the submission has been viewed.,The user with id '24001' has viewed the submission status page for the assignment with course module id '328635'.,web,78.141.145.2
"26/12/23, 17:40:41",0211109443,-,Assignment: CA5: Express API,Assignment,Feedback viewed,The user with id '24001' viewed the feedback for the user with id '24001' for the assignment with course module id '328635'.,web,78.141.145.2
"26/12/23, 17:40:41",0211109443,-,Assignment: CA5: Express API,Assignment,Course module viewed,The user with id '24001' viewed the 'assign' activity with course module id '328635'.,web,78.141.145.2
"26/12/23, 17:40:37",0211109443,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '24001' viewed the course with id '5696'.,web,78.141.145.2
"26/12/23, 17:40:34",0211109443,-,Assignment: CA4: MongoDB,Assignment,The status of the submission has been viewed.,The user with id '24001' has viewed the submission status page for the assignment with course module id '326662'.,web,78.141.145.2
"26/12/23, 17:40:34",0211109443,-,Assignment: CA4: MongoDB,Assignment,Feedback viewed,The user with id '24001' viewed the feedback for the user with id '24001' for the assignment with course module id '326662'.,web,78.141.145.2
"26/12/23, 17:40:34",0211109443,-,Assignment: CA4: MongoDB,Assignment,Course module viewed,The user with id '24001' viewed the 'assign' activity with course module id '326662'.,web,78.141.145.2
"26/12/23, 17:40:30",0211109443,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '24001' viewed the course with id '5696'.,web,78.141.145.2
"26/12/23, 17:40:26",0211109443,-,Assignment: CA3: MySQL,Assignment,The status of the submission has been viewed.,The user with id '24001' has viewed the submission status page for the assignment with course module id '325075'.,web,78.141.145.2
"26/12/23, 17:40:26",0211109443,-,Assignment: CA3: MySQL,Assignment,Feedback viewed,The user with id '24001' viewed the feedback for the user with id '24001' for the assignment with course module id '325075'.,web,78.141.145.2
"26/12/23, 17:40:26",0211109443,-,Assignment: CA3: MySQL,Assignment,Course module viewed,The user with id '24001' viewed the 'assign' activity with course module id '325075'.,web,78.141.145.2
"26/12/23, 17:40:22",0211109443,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '24001' viewed the course with id '5696'.,web,78.141.145.2
"26/12/23, 17:40:19",0211109443,-,Assignment: CA2: Log analyzer,Assignment,The status of the submission has been viewed.,The user with id '24001' has viewed the submission status page for the assignment with course module id '323694'.,web,78.141.145.2
"26/12/23, 17:40:18",0211109443,-,Assignment: CA2: Log analyzer,Assignment,Feedback viewed,The user with id '24001' viewed the feedback for the user with id '24001' for the assignment with course module id '323694'.,web,78.141.145.2
"26/12/23, 17:40:18",0211109443,-,Assignment: CA2: Log analyzer,Assignment,Course module viewed,The user with id '24001' viewed the 'assign' activity with course module id '323694'.,web,78.141.145.2
"26/12/23, 17:40:08",0211109443,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '24001' viewed the course with id '5696'.,web,78.141.145.2
"26/12/23, 17:40:05",0211109443,-,Assignment: CA1: Tooling,Assignment,The status of the submission has been viewed.,The user with id '24001' has viewed the submission status page for the assignment with course module id '322025'.,web,78.141.145.2
"26/12/23, 17:40:05",0211109443,-,Assignment: CA1: Tooling,Assignment,Feedback viewed,The user with id '24001' viewed the feedback for the user with id '24001' for the assignment with course module id '322025'.,web,78.141.145.2
"26/12/23, 17:40:05",0211109443,-,Assignment: CA1: Tooling,Assignment,Course module viewed,The user with id '24001' viewed the 'assign' activity with course module id '322025'.,web,78.141.145.2
"26/12/23, 17:39:56",0211109443,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '24001' viewed the course with id '5696'.,web,78.141.145.2
"26/12/23, 17:39:43",0211109443,-,Assignment: CA10: Self-reflection,Assignment,The status of the submission has been viewed.,The user with id '24001' has viewed the submission status page for the assignment with course module id '334898'.,web,78.141.145.2
"26/12/23, 17:39:43",0211109443,-,Assignment: CA10: Self-reflection,Assignment,Feedback viewed,The user with id '24001' viewed the feedback for the user with id '24001' for the assignment with course module id '334898'.,web,78.141.145.2
"26/12/23, 17:39:43",0211109443,-,Assignment: CA10: Self-reflection,Assignment,Course module viewed,The user with id '24001' viewed the 'assign' activity with course module id '334898'.,web,78.141.145.2
"26/12/23, 17:38:42",0211109443,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '24001' viewed the course with id '5696'.,web,78.141.145.2
"26/12/23, 17:38:39",0211109443,-,Assignment: CA8: Performance,Assignment,The status of the submission has been viewed.,The user with id '24001' has viewed the submission status page for the assignment with course module id '332121'.,web,78.141.145.2
"26/12/23, 17:38:39",0211109443,-,Assignment: CA8: Performance,Assignment,Feedback viewed,The user with id '24001' viewed the feedback for the user with id '24001' for the assignment with course module id '332121'.,web,78.141.145.2
"26/12/23, 17:38:38",0211109443,-,Assignment: CA8: Performance,Assignment,Course module viewed,The user with id '24001' viewed the 'assign' activity with course module id '332121'.,web,78.141.145.2
"26/12/23, 17:38:35",0211109443,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '24001' viewed the course with id '5696'.,web,78.141.145.2
"26/12/23, 17:37:35",0211109443,-,Assignment: CA10: Self-reflection,Assignment,The status of the submission has been viewed.,The user with id '24001' has viewed the submission status page for the assignment with course module id '334898'.,web,78.141.145.2
"26/12/23, 17:37:35",0211109443,-,Assignment: CA10: Self-reflection,Assignment,Feedback viewed,The user with id '24001' viewed the feedback for the user with id '24001' for the assignment with course module id '334898'.,web,78.141.145.2
"26/12/23, 17:37:35",0211109443,-,Assignment: CA10: Self-reflection,Assignment,Course module viewed,The user with id '24001' viewed the 'assign' activity with course module id '334898'.,web,78.141.145.2
"26/12/23, 17:37:31",0211109443,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '24001' viewed the course with id '5696'.,web,78.141.145.2
"26/12/23, 17:37:14",0211109443,-,Folder: Lecture notes,Folder,Course module viewed,The user with id '24001' viewed the 'folder' activity with course module id '224393'.,web,78.141.145.2
"26/12/23, 17:36:52",0211109443,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '24001' viewed the course with id '5696'.,web,78.141.145.2
"26/12/23, 17:36:49",0211109443,-,Forum: Announcements,Forum,Course module viewed,The user with id '24001' viewed the 'forum' activity with course module id '219290'.,web,78.141.145.2
"26/12/23, 17:36:28",0211109443,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '24001' viewed the course with id '5696'.,web,78.141.145.2
"26/12/23, 17:36:23",0211109443,-,Choice: Which of the following measures can help to strengthen user authentication?,Choice,Course module viewed,The user with id '24001' viewed the 'choice' activity with course module id '323611'.,web,78.141.145.2
"26/12/23, 17:36:16",0211109443,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '24001' viewed the course with id '5696'.,web,78.141.145.2
"25/12/23, 16:20:37",0211442503,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '22994' viewed the course with id '5696'.,web,94.252.122.154
"25/12/23, 16:19:51",0211442503,-,Course: F1_BAINFOR-70 Web Development 2,Assignment,Course module instance list viewed,The user with id '22994' viewed the instance list for the module 'assign' in the course with id '5696'.,web,94.252.122.154
"25/12/23, 16:19:44",0211442503,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '22994' viewed the course with id '5696'.,web,94.252.122.154
"25/12/23, 16:16:43",0211442503,-,Assignment: CA9: Coding standards,Assignment,The status of the submission has been viewed.,The user with id '22994' has viewed the submission status page for the assignment with course module id '333440'.,web,94.252.122.154
"25/12/23, 16:16:43",0211442503,-,Assignment: CA9: Coding standards,Assignment,Feedback viewed,The user with id '22994' viewed the feedback for the user with id '22994' for the assignment with course module id '333440'.,web,94.252.122.154
"25/12/23, 16:16:43",0211442503,-,Assignment: CA9: Coding standards,Assignment,Course module viewed,The user with id '22994' viewed the 'assign' activity with course module id '333440'.,web,94.252.122.154
"25/12/23, 16:16:42",0211442503,-,File: CA9 solution,File,Course module viewed,The user with id '22994' viewed the 'resource' activity with course module id '335360'.,web,94.252.122.154
"25/12/23, 16:16:37",0211442503,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '22994' viewed the course with id '5696'.,web,94.252.122.154
"25/12/23, 16:16:19",0211442503,-,Assignment: CA9: Coding standards,Assignment,The status of the submission has been viewed.,The user with id '22994' has viewed the submission status page for the assignment with course module id '333440'.,web,94.252.122.154
"25/12/23, 16:16:19",0211442503,-,Assignment: CA9: Coding standards,Assignment,Feedback viewed,The user with id '22994' viewed the feedback for the user with id '22994' for the assignment with course module id '333440'.,web,94.252.122.154
"25/12/23, 16:16:19",0211442503,-,Assignment: CA9: Coding standards,Assignment,Course module viewed,The user with id '22994' viewed the 'assign' activity with course module id '333440'.,web,94.252.122.154
"25/12/23, 12:26:45",021153080D,-,Assignment: CA10: Self-reflection,Assignment,The status of the submission has been viewed.,The user with id '23393' has viewed the submission status page for the assignment with course module id '334898'.,web,83.11.34.183
"25/12/23, 12:26:45",021153080D,-,Assignment: CA10: Self-reflection,Assignment,Feedback viewed,The user with id '23393' viewed the feedback for the user with id '23393' for the assignment with course module id '334898'.,web,83.11.34.183
"25/12/23, 12:26:44",021153080D,-,Assignment: CA10: Self-reflection,Assignment,Course module viewed,The user with id '23393' viewed the 'assign' activity with course module id '334898'.,web,83.11.34.183
"25/12/23, 02:00:19",0200838753,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '18577' viewed the course with id '5696'.,web,94.252.122.44
"25/12/23, 02:00:09",0200838753,-,Assignment: CA1: Tooling,Assignment,The status of the submission has been viewed.,The user with id '18577' has viewed the submission status page for the assignment with course module id '322025'.,web,94.252.122.44
"25/12/23, 02:00:09",0200838753,-,Assignment: CA1: Tooling,Assignment,Feedback viewed,The user with id '18577' viewed the feedback for the user with id '18577' for the assignment with course module id '322025'.,web,94.252.122.44
"25/12/23, 02:00:08",0200838753,-,Assignment: CA1: Tooling,Assignment,Course module viewed,The user with id '18577' viewed the 'assign' activity with course module id '322025'.,web,94.252.122.44
"25/12/23, 01:26:55",0200838753,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '18577' viewed the course with id '5696'.,web,94.252.122.44
"25/12/23, 01:26:39",0200838753,-,Assignment: CA10: Self-reflection,Assignment,The status of the submission has been viewed.,The user with id '18577' has viewed the submission status page for the assignment with course module id '334898'.,web,94.252.122.44
"25/12/23, 01:26:39",0200838753,-,Assignment: CA10: Self-reflection,Assignment,Feedback viewed,The user with id '18577' viewed the feedback for the user with id '18577' for the assignment with course module id '334898'.,web,94.252.122.44
"25/12/23, 01:26:39",0200838753,-,Assignment: CA10: Self-reflection,Assignment,Course module viewed,The user with id '18577' viewed the 'assign' activity with course module id '334898'.,web,94.252.122.44
"25/12/23, 01:26:29",0200838753,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '18577' viewed the course with id '5696'.,web,94.252.122.44
"24/12/23, 19:34:20",0211442503,-,Assignment: CA9: Coding standards,Assignment,The status of the submission has been viewed.,The user with id '22994' has viewed the submission status page for the assignment with course module id '333440'.,web,94.252.122.154
"24/12/23, 19:34:20",0211442503,-,Assignment: CA9: Coding standards,Assignment,Feedback viewed,The user with id '22994' viewed the feedback for the user with id '22994' for the assignment with course module id '333440'.,web,94.252.122.154
"24/12/23, 19:34:20",0211442503,-,Assignment: CA9: Coding standards,Assignment,Course module viewed,The user with id '22994' viewed the 'assign' activity with course module id '333440'.,web,94.252.122.154
"24/12/23, 18:21:34",0210268500,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '22257' viewed the course with id '5696'.,web,104.28.40.7
"24/12/23, 18:21:31",0210268500,-,Assignment: CA10: Self-reflection,Assignment,The status of the submission has been viewed.,The user with id '22257' has viewed the submission status page for the assignment with course module id '334898'.,web,104.28.40.7
"24/12/23, 18:21:31",0210268500,-,Assignment: CA10: Self-reflection,Assignment,Feedback viewed,The user with id '22257' viewed the feedback for the user with id '22257' for the assignment with course module id '334898'.,web,104.28.40.7
"24/12/23, 18:21:31",0210268500,-,Assignment: CA10: Self-reflection,Assignment,Course module viewed,The user with id '22257' viewed the 'assign' activity with course module id '334898'.,web,104.28.40.7
"24/12/23, 18:21:26",0210268500,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '22257' viewed the course with id '5696'.,web,104.28.40.7
"24/12/23, 18:21:22",0210268500,-,Assignment: CA9: Coding standards,Assignment,The status of the submission has been viewed.,The user with id '22257' has viewed the submission status page for the assignment with course module id '333440'.,web,104.28.40.7
"24/12/23, 18:21:22",0210268500,-,Assignment: CA9: Coding standards,Assignment,Feedback viewed,The user with id '22257' viewed the feedback for the user with id '22257' for the assignment with course module id '333440'.,web,104.28.40.7
"24/12/23, 18:21:22",0210268500,-,Assignment: CA9: Coding standards,Assignment,Course module viewed,The user with id '22257' viewed the 'assign' activity with course module id '333440'.,web,104.28.40.7
"24/12/23, 18:21:14",0210268500,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '22257' viewed the course with id '5696'.,web,104.28.40.7
"24/12/23, 17:10:42",0211442503,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '22994' viewed the course with id '5696'.,web,94.252.122.154
"24/12/23, 17:10:37",0211442503,-,Assignment: CA10: Self-reflection,Assignment,The status of the submission has been viewed.,The user with id '22994' has viewed the submission status page for the assignment with course module id '334898'.,web,94.252.122.154
"24/12/23, 17:10:37",0211442503,-,Assignment: CA10: Self-reflection,Assignment,Feedback viewed,The user with id '22994' viewed the feedback for the user with id '22994' for the assignment with course module id '334898'.,web,94.252.122.154
"24/12/23, 17:10:37",0211442503,-,Assignment: CA10: Self-reflection,Assignment,Course module viewed,The user with id '22994' viewed the 'assign' activity with course module id '334898'.,web,94.252.122.154
"24/12/23, 17:10:32",0211442503,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '22994' viewed the course with id '5696'.,web,94.252.122.154
"24/12/23, 17:10:11",0211442503,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '22994' viewed the course with id '5696'.,web,94.252.122.154
"24/12/23, 12:17:51",021145823F,-,Assignment: CA5: Express API,Assignment,The status of the submission has been viewed.,The user with id '23334' has viewed the submission status page for the assignment with course module id '328635'.,web,94.252.122.42
"24/12/23, 12:17:51",021145823F,-,Assignment: CA5: Express API,Assignment,Feedback viewed,The user with id '23334' viewed the feedback for the user with id '23334' for the assignment with course module id '328635'.,web,94.252.122.42
"24/12/23, 12:17:51",021145823F,-,Assignment: CA5: Express API,Assignment,Course module viewed,The user with id '23334' viewed the 'assign' activity with course module id '328635'.,web,94.252.122.42
"24/12/23, 11:54:59",021145823F,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '23334' viewed the course with id '5696'.,web,94.252.122.42
"24/12/23, 11:48:03",021145823F,-,Assignment: CA5: Express API,Assignment,The status of the submission has been viewed.,The user with id '23334' has viewed the submission status page for the assignment with course module id '328635'.,web,94.252.122.42
"24/12/23, 11:48:03",021145823F,-,Assignment: CA5: Express API,Assignment,Feedback viewed,The user with id '23334' viewed the feedback for the user with id '23334' for the assignment with course module id '328635'.,web,94.252.122.42
"24/12/23, 11:48:03",021145823F,-,Assignment: CA5: Express API,Assignment,Course module viewed,The user with id '23334' viewed the 'assign' activity with course module id '328635'.,web,94.252.122.42
"24/12/23, 11:47:06",021145823F,-,Assignment: CA5: Express API,Assignment,The status of the submission has been viewed.,The user with id '23334' has viewed the submission status page for the assignment with course module id '328635'.,web,94.252.122.42
"24/12/23, 11:47:06",021145823F,-,Assignment: CA5: Express API,Assignment,Feedback viewed,The user with id '23334' viewed the feedback for the user with id '23334' for the assignment with course module id '328635'.,web,94.252.122.42
"24/12/23, 11:47:06",021145823F,-,Assignment: CA5: Express API,Assignment,Course module viewed,The user with id '23334' viewed the 'assign' activity with course module id '328635'.,web,94.252.122.42
"24/12/23, 11:46:52",021145823F,-,Course: F1_BAINFOR-70 Web Development 2,Assignment,Course module instance list viewed,The user with id '23334' viewed the instance list for the module 'assign' in the course with id '5696'.,web,94.252.122.42
"24/12/23, 11:46:41",021145823F,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '23334' viewed the course with id '5696'.,web,94.252.122.42
"24/12/23, 11:46:35",021145823F,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '23334' viewed the course with id '5696'.,web,94.252.122.42
"24/12/23, 01:31:03",0211428539,-,Course: F1_BAINFOR-70 Web Development 2,Assignment,Course module instance list viewed,The user with id '23481' viewed the instance list for the module 'assign' in the course with id '5696'.,web,94.252.122.53
"24/12/23, 01:30:54",0211428539,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '23481' viewed the course with id '5696'.,web,94.252.122.53
"24/12/23, 01:30:43",0211428539,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '23481' viewed the course with id '5696'.,web,94.252.122.53
"24/12/23, 01:30:25",0211428539,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '23481' viewed the course with id '5696'.,web,94.252.122.53
"24/12/23, 01:30:13",0211428539,-,Assignment: CA1: Tooling,Assignment,The status of the submission has been viewed.,The user with id '23481' has viewed the submission status page for the assignment with course module id '322025'.,web,94.252.122.53
"24/12/23, 01:30:13",0211428539,-,Assignment: CA1: Tooling,Assignment,Feedback viewed,The user with id '23481' viewed the feedback for the user with id '23481' for the assignment with course module id '322025'.,web,94.252.122.53
"24/12/23, 01:30:12",0211428539,-,Assignment: CA1: Tooling,Assignment,Course module viewed,The user with id '23481' viewed the 'assign' activity with course module id '322025'.,web,94.252.122.53
"24/12/23, 01:29:49",0211428539,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '23481' viewed the course with id '5696'.,web,94.252.122.53
"24/12/23, 01:29:43",0211428539,-,Assignment: CA10: Self-reflection,Assignment,The status of the submission has been viewed.,The user with id '23481' has viewed the submission status page for the assignment with course module id '334898'.,web,94.252.122.53
"24/12/23, 01:29:43",0211428539,-,Assignment: CA10: Self-reflection,Assignment,Feedback viewed,The user with id '23481' viewed the feedback for the user with id '23481' for the assignment with course module id '334898'.,web,94.252.122.53
"24/12/23, 01:29:42",0211428539,-,Assignment: CA10: Self-reflection,Assignment,Course module viewed,The user with id '23481' viewed the 'assign' activity with course module id '334898'.,web,94.252.122.53
"24/12/23, 01:29:39",0211428539,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '23481' viewed the course with id '5696'.,web,94.252.122.53
"23/12/23, 23:15:11",0210424407,-,Assignment: CA10: Self-reflection,Assignment,The status of the submission has been viewed.,The user with id '22388' has viewed the submission status page for the assignment with course module id '334898'.,web,178.249.192.80
"23/12/23, 23:15:11",0210424407,-,Assignment: CA10: Self-reflection,Assignment,Feedback viewed,The user with id '22388' viewed the feedback for the user with id '22388' for the assignment with course module id '334898'.,web,178.249.192.80
"23/12/23, 23:15:11",0210424407,-,Assignment: CA10: Self-reflection,Assignment,Course module viewed,The user with id '22388' viewed the 'assign' activity with course module id '334898'.,web,178.249.192.80
"23/12/23, 23:06:19",0210424407,-,Course: F1_BAINFOR-70 Web Development 2,System,Course viewed,The user with id '22388' viewed the course with id '5696'.,web,178.249.192.80
"23/12/23, 23:02:07",0210192813,-,Course: F1_BAINFOR-70 Web Development 2,Assignment,Course module instance list viewed,The user with id '22338' viewed the instance list for the module 'assign' in the course with id '5696'.,web,83.194.68.5
"23/12/23, 23:02:02",0210192813,-,Assignment: CA9: Coding standards,Assignment,The status of the submission has been viewed.,The user with id '22338' has viewed the submission status page for the assignment with course module id '333440'.,web,83.194.68.5
"23/12/23, 23:02:02",0210192813,-,Assignment: CA9: Coding standards,Assignment,Feedback viewed,The user with id '22338' viewed the feedback for the user with id '22338' for the assignment with course module id '333440'.,web,83.194.68.5
"23/12/23, 23:02:02",0210192813,-,Assignment: CA9: Coding standards,Assignment,Course module viewed,The user with id '22338' viewed the 'assign' activity with course module id '333440'.,web,83.194.68.5
"23/12/23, 23:01:21",0210192813,-,Assignment: CA9: Coding standards,Assignment,The status of the submission has been viewed.,The user with id '22338' has viewed the submission status page for the assignment with course module id '333440'.,web,83.194.68.5
"23/12/23, 23:01:21",0210192813,-,Assignment: CA9: Coding standards,Assignment,Feedback viewed,The user with id '22338' viewed the feedback for the user with id '22338' for the assignment with course module id '333440'.,web,83.194.68.5
"23/12/23, 23:01:21",0210192813,-,Assignment: CA9: Coding standards,Assignment,Course module viewed,The user with id '22338' viewed the 'assign' activity with course module id '333440'.,web,83.194.68.5
